date,article_count,negative_sentiment_news,neutral_sentiment_news,positive_sentiment_news,news_sentiment_score,ticker
2021-04-20,1,0.0,0.9419,0.0,50.0,TSLA
2021-04-22,4,0.0,0.46725,0.436975,71.84875,TSLA
2021-04-23,7,0.0,0.6378285714285715,0.23458571428571431,61.72928571428572,TSLA
2021-04-24,8,0.22410000000000002,0.481775,0.0713875,42.364374999999995,TSLA
2021-04-25,6,0.0,0.7309166666666668,0.15796666666666667,57.898333333333326,TSLA
2021-04-26,35,0.20832285714285714,0.49128571428571427,0.14468857142857142,46.818285714285715,TSLA
2021-04-27,41,0.22909268292682924,0.34297560975609753,0.3134926829268293,54.22,TSLA
2021-04-28,15,0.1257,0.4856533333333333,0.20956666666666665,54.193333333333335,TSLA
2021-04-29,22,0.036468181818181816,0.5755,0.23103636363636362,59.72840909090908,TSLA
2021-04-30,11,0.22054545454545457,0.3246181818181818,0.3019727272727273,54.071363636363635,TSLA
2021-05-01,8,0.11865,0.4252375,0.3313125,60.633125,TSLA
2021-05-02,4,0.384775,0.21105,0.220125,41.7675,TSLA
2021-05-03,17,0.35851176470588236,0.24740588235294117,0.17934117647058823,41.0414705882353,TSLA
2021-05-04,20,0.10366,0.473595,0.24337,56.9855,TSLA
2021-05-05,21,0.08717619047619048,0.4756761904761905,0.27895714285714285,59.58904761904762,TSLA
2021-05-06,13,0.1983230769230769,0.5689692307692308,0.03567692307692308,41.86769230769231,TSLA
2021-05-07,16,0.09519375,0.6131375,0.14526250000000002,52.503437500000004,TSLA
2021-05-08,12,0.0,0.6382666666666666,0.2246,61.23,TSLA
2021-05-09,11,0.2101727272727273,0.5019181818181818,0.05838181818181818,42.41045454545455,TSLA
2021-05-10,21,0.28765714285714283,0.28222380952380954,0.28443809523809527,49.83904761904762,TSLA
2021-05-11,19,0.32930526315789477,0.3776842105263158,0.09328947368421052,38.19921052631579,TSLA
2021-05-12,14,0.23705,0.40377142857142856,0.18572857142857144,47.43392857142857,TSLA
2021-05-13,39,0.4344025641025641,0.2839076923076923,0.1312897435897436,34.844358974358975,TSLA
2021-05-14,28,0.23120000000000002,0.315625,0.20963214285714285,48.92160714285714,TSLA
2021-05-15,14,0.12001428571428571,0.4991785714285714,0.17142857142857143,52.57071428571428,TSLA
2021-05-16,4,0.345,0.3646,0.0,32.75,TSLA
2021-05-17,39,0.3346282051282051,0.4550794871794872,0.04358205128205128,35.44769230769231,TSLA
2021-05-18,18,0.26763333333333333,0.4235111111111111,0.1663111111111111,44.93388888888889,TSLA
2021-05-19,35,0.4386885714285714,0.37612285714285715,0.03462857142857143,29.797,TSLA
2021-05-20,26,0.20862692307692307,0.48751153846153844,0.15995384615384617,47.566346153846155,TSLA
2021-05-21,19,0.14633157894736842,0.4765315789473684,0.19461578947368421,52.414210526315784,TSLA
2021-05-22,13,0.06818461538461539,0.6783615384615385,0.06932307692307692,50.05692307692308,TSLA
2021-05-23,7,0.1364142857142857,0.7520571428571429,0.0,43.17928571428571,TSLA
2021-05-24,18,0.1856,0.5801166666666666,0.052283333333333334,43.33416666666667,TSLA
2021-05-25,19,0.1388526315789474,0.43500000000000005,0.25204736842105263,55.659736842105254,TSLA
2021-05-26,18,0.12514444444444445,0.3836055555555556,0.3117611111111111,59.33083333333333,TSLA
2021-05-27,11,0.24144545454545455,0.5332181818181818,0.08233636363636364,42.04454545454546,TSLA
2021-05-28,19,0.2933368421052632,0.43353157894736843,0.08163157894736843,39.41473684210526,TSLA
2021-05-29,11,0.08510909090909091,0.7565818181818181,0.0,45.74454545454545,TSLA
2021-05-30,8,0.0,0.7851,0.0650375,53.251875000000005,TSLA
2021-05-31,5,0.15044,0.35578,0.38034,61.495,TSLA
2021-06-01,21,0.2470952380952381,0.31814285714285717,0.26853333333333335,51.07190476190476,TSLA
2021-06-02,19,0.22722105263157893,0.3859263157894737,0.19140000000000001,48.20894736842105,TSLA
2021-06-03,19,0.33946842105263153,0.408278947368421,0.09323684210526316,37.68842105263158,TSLA
2021-06-04,22,0.17446363636363638,0.5312454545454546,0.14631818181818182,48.592727272727274,TSLA
2021-06-05,6,0.46301666666666663,0.21253333333333335,0.15564999999999998,34.631666666666675,TSLA
2021-06-06,10,0.17534999999999998,0.65239,0.0,41.2325,TSLA
2021-06-07,26,0.3619384615384615,0.3562,0.10751923076923077,37.27903846153846,TSLA
2021-06-08,28,0.27561785714285714,0.46749285714285715,0.06715,39.57660714285714,TSLA
2021-06-09,16,0.1807625,0.5736375,0.08915000000000001,45.419375,TSLA
2021-06-10,26,0.04576538461538461,0.6577500000000001,0.12723076923076923,54.07326923076923,TSLA
2021-06-11,18,0.22766666666666666,0.5316777777777778,0.0467,40.95166666666666,TSLA
2021-06-12,12,0.063525,0.56365,0.19561666666666666,56.60458333333334,TSLA
2021-06-13,7,0.1323,0.6037571428571429,0.08958571428571428,47.864285714285714,TSLA
2021-06-14,23,0.13097391304347825,0.353695652173913,0.3347304347826087,60.18782608695652,TSLA
2021-06-15,9,0.29535555555555554,0.28554444444444443,0.25306666666666666,47.885555555555555,TSLA
2021-06-16,19,0.10236315789473685,0.44895263157894744,0.3281315789473684,61.288421052631584,TSLA
2021-06-17,18,0.0,0.5023055555555556,0.30548333333333333,65.27416666666667,TSLA
2021-06-18,12,0.0,0.5348416666666667,0.27906666666666663,63.953333333333326,TSLA
2021-06-19,9,0.0,0.7452777777777777,0.08208888888888889,54.10444444444445,TSLA
2021-06-20,5,0.0,0.6658,0.16794,58.397,TSLA
2021-06-21,20,0.2112,0.50725,0.127315,45.80575,TSLA
2021-06-22,25,0.377216,0.377464,0.1118,36.7292,TSLA
2021-06-23,25,0.283804,0.309628,0.223896,47.0046,TSLA
2021-06-24,19,0.04387894736842105,0.4864157894736842,0.2955157894736842,62.58184210526316,TSLA
2021-06-25,32,0.065240625,0.519753125,0.16499375,54.98765624999999,TSLA
2021-06-26,11,0.2538181818181818,0.5323545454545454,0.08465454545454545,41.54181818181818,TSLA
2021-06-27,3,0.0,0.7911333333333334,0.0,50.0,TSLA
2021-06-28,22,0.23301818181818182,0.28592727272727275,0.28762727272727273,52.73045454545454,TSLA
2021-06-29,18,0.10339999999999999,0.32797777777777776,0.40985555555555553,65.32277777777777,TSLA
2021-06-30,20,0.127225,0.45687,0.22877,55.07725,TSLA
2021-07-01,18,0.2155277777777778,0.2814611111111111,0.2687333333333333,52.66027777777778,TSLA
2021-07-02,16,0.2205375,0.36915,0.22740625,50.3434375,TSLA
2021-07-03,7,0.0,0.4715142857142857,0.3941,69.705,TSLA
2021-07-04,5,0.0,0.8419399999999999,0.0,50.0,TSLA
2021-07-05,5,0.1936,0.35082,0.28894000000000003,54.766999999999996,TSLA
2021-07-06,26,0.11437692307692308,0.51885,0.18941538461538462,53.75192307692308,TSLA
2021-07-07,14,0.20432142857142857,0.3937714285714286,0.2218357142857143,50.87571428571429,TSLA
2021-07-08,28,0.3037821428571429,0.257575,0.21499642857142856,45.56071428571429,TSLA
2021-07-09,16,0.11515625,0.43760625,0.2967125,59.07781250000001,TSLA
2021-07-10,7,0.1384857142857143,0.4474142857142857,0.18897142857142857,52.52428571428571,TSLA
2021-07-11,1,0.0,0.9336,0.0,50.0,TSLA
2021-07-12,26,0.25122307692307694,0.4697076923076923,0.12917692307692308,43.89769230769231,TSLA
2021-07-13,26,0.22536153846153845,0.3192115384615385,0.2224730769230769,49.855576923076924,TSLA
2021-07-14,18,0.17490555555555554,0.4638055555555555,0.15287222222222221,48.89833333333333,TSLA
2021-07-15,15,0.28836666666666666,0.36910000000000004,0.13896666666666668,42.53,TSLA
2021-07-16,21,0.10208095238095238,0.3746380952380952,0.3049,60.140952380952385,TSLA
2021-07-17,5,0.0,0.52962,0.29958,64.979,TSLA
2021-07-18,2,0.48625,0.39495,0.0,25.687499999999996,TSLA
2021-07-19,21,0.2723190476190476,0.5290952380952382,0.06413809523809524,39.59095238095238,TSLA
2021-07-20,15,0.0,0.5814400000000001,0.2514733333333333,62.57366666666666,TSLA
2021-07-21,31,0.08884193548387097,0.659641935483871,0.06130967741935484,48.623387096774195,TSLA
2021-07-22,30,0.15089,0.30544,0.35962,60.4365,TSLA
2021-07-23,23,0.04320434782608696,0.33190000000000003,0.3914608695652174,67.41282608695653,TSLA
2021-07-24,10,0.04511,0.6237199999999999,0.09176,52.3325,TSLA
2021-07-25,4,0.0,0.4619,0.34855,67.4275,TSLA
2021-07-26,39,0.1847923076923077,0.42317435897435896,0.21619743589743587,51.57025641025641,TSLA
2021-07-27,40,0.28975249999999997,0.3985425,0.1666825,43.8465,TSLA
2021-07-28,14,0.17694285714285712,0.4382857142857143,0.2584642857142857,54.076071428571424,TSLA
2021-07-29,21,0.16121904761904762,0.5320619047619048,0.12396666666666667,48.13738095238095,TSLA
2021-07-30,21,0.2857238095238095,0.37172857142857146,0.16204285714285713,43.81595238095238,TSLA
2021-07-31,6,0.11736666666666667,0.7185833333333332,0.0,44.13166666666667,TSLA
2021-08-01,4,0.241575,0.1855,0.376925,56.767500000000005,TSLA
2021-08-02,20,0.16537,0.28304,0.396505,61.55675000000001,TSLA
2021-08-03,20,0.18392999999999998,0.48609,0.156015,48.60425,TSLA
2021-08-04,20,0.073245,0.618015,0.13699,53.18725,TSLA
2021-08-05,20,0.10435000000000001,0.49494999999999995,0.194035,54.48425,TSLA
2021-08-06,15,0.35467333333333334,0.29281999999999997,0.15194666666666665,39.86366666666667,TSLA
2021-08-07,7,0.12962857142857143,0.35931428571428575,0.3681857142857143,61.92785714285714,TSLA
2021-08-08,5,0.15006,0.66536,0.0,42.497,TSLA
2021-08-09,24,0.18171666666666667,0.49114583333333334,0.18430833333333332,50.129583333333336,TSLA
2021-08-10,13,0.33337692307692307,0.3934384615384615,0.13727692307692307,40.195,TSLA
2021-08-11,14,0.17442857142857143,0.25374285714285716,0.3978857142857143,61.17285714285714,TSLA
2021-08-12,15,0.20254666666666665,0.4550466666666667,0.17193333333333335,48.46933333333333,TSLA
2021-08-13,16,0.058975,0.5619,0.16420625,55.261562500000004,TSLA
2021-08-14,13,0.07490769230769231,0.6094923076923077,0.12134615384615385,52.32192307692307,TSLA
2021-08-15,8,0.0,0.6433875,0.2049875,60.24937500000001,TSLA
2021-08-16,29,0.260951724137931,0.3950862068965517,0.17267931034482759,45.586379310344824,TSLA
2021-08-17,23,0.29249130434782605,0.4751739130434783,0.07811739130434782,39.28130434782609,TSLA
2021-08-18,24,0.13520833333333335,0.516625,0.14905,50.692083333333336,TSLA
2021-08-19,22,0.3884727272727273,0.32986363636363636,0.11453636363636364,36.30318181818182,TSLA
2021-08-20,18,0.10128888888888889,0.6090277777777778,0.12991666666666665,51.43138888888888,TSLA
2021-08-21,10,0.13541,0.43041,0.13026,49.7425,TSLA
2021-08-22,7,0.2331,0.6015428571428572,0.0,38.345,TSLA
2021-08-23,21,0.1851952380952381,0.42415714285714284,0.17166666666666666,49.32357142857143,TSLA
2021-08-24,25,0.02828,0.48006,0.3068,63.925999999999995,TSLA
2021-08-25,13,0.05961538461538462,0.49735384615384615,0.2644307692307692,60.24076923076923,TSLA
2021-08-26,13,0.18304615384615383,0.5335461538461538,0.1401153846153846,47.85346153846154,TSLA
2021-08-27,15,0.10577333333333332,0.5922333333333333,0.17723999999999998,53.57333333333333,TSLA
2021-08-28,9,0.10295555555555555,0.6991111111111111,0.0,44.852222222222224,TSLA
2021-08-29,6,0.14445,0.7520166666666667,0.0,42.7775,TSLA
2021-08-30,15,0.12388,0.5989333333333333,0.16746666666666668,52.17933333333333,TSLA
2021-08-31,17,0.0,0.5633176470588235,0.17005882352941176,58.50294117647059,TSLA
2021-09-01,19,0.2374947368421053,0.4364842105263158,0.1864842105263158,47.449473684210524,TSLA
2021-09-02,17,0.23292352941176472,0.4100705882352941,0.18255882352941177,47.48176470588235,TSLA
2021-09-03,9,0.0,0.7170666666666666,0.10547777777777778,55.27388888888889,TSLA
2021-09-04,6,0.12521666666666667,0.3090333333333333,0.29888333333333333,58.68333333333333,TSLA
2021-09-05,4,0.23955,0.39117500000000005,0.130075,44.52625,TSLA
2021-09-06,5,0.15772,0.31218,0.37714,60.971,TSLA
2021-09-07,18,0.19304444444444446,0.5088777777777778,0.11073888888888889,45.88472222222222,TSLA
2021-09-08,15,0.2374666666666667,0.32648666666666665,0.30352666666666667,53.303,TSLA
2021-09-09,23,0.24353043478260872,0.5312478260869565,0.04062608695652174,39.85478260869565,TSLA
2021-09-10,20,0.16021000000000002,0.44245999999999996,0.21378,52.67849999999999,TSLA
2021-09-11,9,0.14756666666666668,0.3919222222222222,0.18717777777777778,51.980555555555554,TSLA
2021-09-12,4,0.0,0.4466,0.37629999999999997,68.815,TSLA
2021-09-13,17,0.3168352941176471,0.44124117647058825,0.08508823529411765,38.41264705882353,TSLA
2021-09-14,16,0.09768750000000001,0.319,0.33634375,61.9328125,TSLA
2021-09-15,16,0.16626875,0.51748125,0.13655625,48.514375,TSLA
2021-09-16,23,0.11323043478260869,0.48416086956521737,0.20315652173913043,54.49630434782608,TSLA
2021-09-17,11,0.0873090909090909,0.5354363636363636,0.19606363636363636,55.43772727272728,TSLA
2021-09-18,9,0.06821111111111111,0.46361111111111114,0.22387777777777776,57.78333333333333,TSLA
2021-09-19,7,0.3755857142857143,0.4448285714285714,0.0,31.220714285714283,TSLA
2021-09-20,30,0.29062333333333334,0.36226,0.12773,41.855333333333334,TSLA
2021-09-21,16,0.24164375,0.42599375,0.183975,47.1165625,TSLA
2021-09-22,9,0.21007777777777778,0.6089888888888889,0.0,39.49611111111111,TSLA
2021-09-23,18,0.13858333333333334,0.37127777777777776,0.31542777777777775,58.84222222222222,TSLA
2021-09-24,18,0.15469444444444444,0.47982222222222215,0.17293333333333333,50.911944444444444,TSLA
2021-09-25,9,0.0,0.7821222222222223,0.0,50.0,TSLA
2021-09-26,9,0.0,0.7012,0.06816666666666667,53.40833333333334,TSLA
2021-09-27,25,0.19269999999999998,0.42602000000000007,0.193828,50.056400000000004,TSLA
2021-09-28,18,0.3620333333333334,0.22629444444444444,0.21182222222222225,42.489444444444445,TSLA
2021-09-29,30,0.15086999999999998,0.3858566666666666,0.24546333333333334,54.72966666666667,TSLA
2021-09-30,24,0.06191666666666667,0.3916125,0.28986666666666666,61.397499999999994,TSLA
2021-10-01,15,0.22215333333333334,0.24710666666666667,0.30000666666666664,53.89266666666666,TSLA
2021-10-02,17,0.19211764705882353,0.4839470588235294,0.16515882352941177,48.65205882352941,TSLA
2021-10-03,8,0.220025,0.433575,0.2193625,49.966875,TSLA
2021-10-04,39,0.1887948717948718,0.323651282051282,0.3481025641025641,57.96538461538462,TSLA
2021-10-05,27,0.24305185185185185,0.3305444444444444,0.2523888888888889,50.46685185185186,TSLA
2021-10-06,19,0.08752631578947369,0.4692263157894737,0.28535263157894736,59.89131578947369,TSLA
2021-10-07,21,0.06942857142857142,0.40431904761904763,0.34606190476190474,63.83166666666666,TSLA
2021-10-08,25,0.211924,0.43418,0.173136,48.0606,TSLA
2021-10-09,5,0.14852,0.37294,0.32833999999999997,58.99099999999999,TSLA
2021-10-10,5,0.31614,0.47286,0.0,34.193,TSLA
2021-10-11,21,0.16631428571428572,0.4856428571428571,0.16987142857142856,50.17785714285714,TSLA
2021-10-12,27,0.09053703703703704,0.4735037037037037,0.2698962962962963,58.96796296296296,TSLA
2021-10-13,16,0.15584375,0.4641375,0.1766125,51.0384375,TSLA
2021-10-14,22,0.1751681818181818,0.4782681818181818,0.12214090909090909,47.348636363636366,TSLA
2021-10-15,27,0.1376222222222222,0.3065222222222222,0.3372444444444444,59.981111111111105,TSLA
2021-10-16,14,0.03732142857142857,0.4981857142857143,0.24230714285714286,60.24928571428572,TSLA
2021-10-17,11,0.0,0.6566818181818181,0.24541818181818179,62.270909090909086,TSLA
2021-10-18,38,0.17472894736842107,0.3731578947368421,0.2650105263157895,54.51407894736842,TSLA
2021-10-19,27,0.1478962962962963,0.416262962962963,0.2567037037037037,55.440370370370374,TSLA
2021-10-20,34,0.22426470588235295,0.43973529411764706,0.14291176470588235,45.93235294117647,TSLA
2021-10-21,36,0.15092777777777777,0.32190555555555556,0.3478333333333333,59.845277777777774,TSLA
2021-10-22,20,0.21962,0.44162,0.131245,45.581250000000004,TSLA
2021-10-23,16,0.0599375,0.48760625,0.24264375,59.135312500000005,TSLA
2021-10-24,6,0.13008333333333333,0.5473,0.15371666666666667,51.18166666666667,TSLA
2021-10-25,39,0.19261538461538463,0.30292051282051285,0.3407512820512821,57.40679487179487,TSLA
2021-10-26,32,0.105790625,0.387509375,0.303865625,59.90375,TSLA
2021-10-27,28,0.12523928571428572,0.3127785714285714,0.39612142857142857,63.54410714285714,TSLA
2021-10-28,22,0.07752272727272727,0.427,0.36484545454545453,64.36613636363636,TSLA
2021-10-29,22,0.06857727272727274,0.4495590909090909,0.3270318181818182,62.92272727272727,TSLA
2021-10-30,17,0.0744764705882353,0.4485470588235294,0.26890588235294116,59.72147058823529,TSLA
2021-10-31,6,0.0,0.7607166666666667,0.11031666666666667,55.51583333333333,TSLA
2021-11-01,34,0.03243235294117647,0.38831470588235295,0.37043235294117643,66.9,TSLA
2021-11-02,32,0.144825,0.398371875,0.2624375,55.880624999999995,TSLA
2021-11-03,31,0.18794193548387098,0.29851935483870967,0.3037387096774194,55.78983870967742,TSLA
2021-11-04,26,0.18384615384615385,0.4361884615384615,0.1274076923076923,47.17807692307692,TSLA
2021-11-05,13,0.19955384615384614,0.45382307692307694,0.21483846153846153,50.764230769230764,TSLA
2021-11-06,12,0.0,0.55505,0.26710833333333334,63.35541666666666,TSLA
2021-11-07,9,0.059022222222222226,0.6702888888888888,0.07658888888888889,50.87833333333334,TSLA
2021-11-08,34,0.16379117647058825,0.4003058823529412,0.28056470588235294,55.83867647058823,TSLA
2021-11-09,31,0.12849677419354838,0.5043645161290322,0.2001967741935484,53.58500000000001,TSLA
2021-11-10,37,0.2124945945945946,0.34354324324324326,0.22684324324324326,50.71743243243243,TSLA
2021-11-11,30,0.14751,0.37494,0.28614666666666666,56.93183333333334,TSLA
2021-11-12,28,0.16246785714285714,0.39137142857142854,0.25957142857142856,54.855178571428574,TSLA
2021-11-13,19,0.14869473684210527,0.4883315789473684,0.19161052631578948,52.14578947368421,TSLA
2021-11-14,3,0.0,0.48600000000000004,0.21153333333333335,60.57666666666667,TSLA
2021-11-15,29,0.19308275862068966,0.4478448275862069,0.18778620689655173,49.73517241379311,TSLA
2021-11-16,32,0.218034375,0.488471875,0.122953125,45.2459375,TSLA
2021-11-17,27,0.12601481481481483,0.37625185185185184,0.2689962962962963,57.14907407407408,TSLA
2021-11-18,27,0.1684037037037037,0.4724074074074074,0.16194074074074075,49.67685185185185,TSLA
2021-11-19,27,0.10514074074074074,0.4317555555555555,0.2954037037037037,59.51314814814814,TSLA
2021-11-20,14,0.21733571428571427,0.39042857142857146,0.17740714285714285,48.003571428571426,TSLA
2021-11-21,7,0.0,0.7037571428571427,0.09372857142857142,54.68642857142857,TSLA
2021-11-22,35,0.07847714285714286,0.4808314285714286,0.25388,58.77014285714286,TSLA
2021-11-23,23,0.1085913043478261,0.6213869565217391,0.0998086956521739,49.56086956521739,TSLA
2021-11-24,29,0.18436206896551724,0.5797793103448277,0.09662758620689656,45.61327586206897,TSLA
2021-11-25,2,0.0,0.2874,0.36795,68.3975,TSLA
2021-11-26,12,0.3640833333333333,0.3077666666666667,0.19528333333333334,41.56,TSLA
2021-11-27,7,0.21402857142857143,0.4563285714285715,0.13085714285714287,45.84142857142857,TSLA
2021-11-28,5,0.34876,0.44711999999999996,0.0,32.562000000000005,TSLA
2021-11-29,22,0.0870409090909091,0.4742045454545455,0.1837227272727273,54.834090909090904,TSLA
2021-11-30,26,0.20505384615384617,0.372223076923077,0.26546153846153847,53.02038461538462,TSLA
2021-12-01,26,0.11058076923076922,0.5386038461538462,0.19953076923076923,54.447500000000005,TSLA
2021-12-02,22,0.1405090909090909,0.4469181818181818,0.23657727272727272,54.80340909090909,TSLA
2021-12-03,28,0.2714,0.39912142857142857,0.19351428571428572,46.105714285714285,TSLA
2021-12-04,14,0.2667785714285714,0.43232857142857145,0.12385,42.85357142857143,TSLA
2021-12-05,7,0.0,0.7354571428571429,0.08342857142857142,54.17142857142857,TSLA
2021-12-06,29,0.2807655172413793,0.321248275862069,0.22506896551724137,47.215172413793105,TSLA
2021-12-07,36,0.19829722222222224,0.37285277777777776,0.24763055555555555,52.46666666666666,TSLA
2021-12-08,31,0.1801290322580645,0.3020741935483871,0.34909677419354834,58.44838709677419,TSLA
2021-12-09,24,0.14478333333333335,0.5214125,0.18232083333333335,51.876875,TSLA
2021-12-10,20,0.30164,0.35625,0.18019000000000002,43.927499999999995,TSLA
2021-12-11,14,0.06001428571428571,0.5496071428571428,0.2298214285714286,58.49035714285714,TSLA
2021-12-12,3,0.0,0.30726666666666663,0.6014666666666667,80.07333333333332,TSLA
2021-12-13,40,0.168485,0.46997999999999995,0.1811575,50.633625,TSLA
2021-12-14,37,0.3409918918918919,0.32263513513513514,0.17936756756756755,41.91878378378379,TSLA
2021-12-15,37,0.24518108108108108,0.46716486486486486,0.14994864864864865,45.23837837837838,TSLA
2021-12-16,23,0.22898260869565218,0.33229130434782606,0.2177086956521739,49.43630434782609,TSLA
2021-12-17,21,0.25806666666666667,0.44206666666666666,0.16176666666666667,45.184999999999995,TSLA
2021-12-18,14,0.18889285714285714,0.5038928571428571,0.10048571428571429,45.57964285714286,TSLA
2021-12-19,4,0.24195,0.39775,0.22105,48.955,TSLA
2021-12-20,25,0.18132,0.477764,0.132756,47.571799999999996,TSLA
2021-12-21,34,0.28896176470588236,0.3824676470588235,0.16704411764705882,43.90411764705882,TSLA
2021-12-22,39,0.17552564102564103,0.4327384615384615,0.17180256410256411,49.81384615384615,TSLA
2021-12-23,32,0.08754375,0.4135125,0.2944125,60.34343749999999,TSLA
2021-12-24,10,0.0,0.75427,0.057199999999999994,52.86,TSLA
2021-12-25,3,0.2204,0.2881333333333333,0.1645,47.205,TSLA
2021-12-26,7,0.0,0.7457714285714285,0.11941428571428571,55.97071428571429,TSLA
2021-12-27,28,0.15975714285714288,0.367425,0.29743928571428574,56.88410714285715,TSLA
2021-12-28,21,0.18261904761904763,0.41942857142857143,0.2026238095238095,51.000238095238096,TSLA
2021-12-29,33,0.20956060606060606,0.5007484848484848,0.12506666666666666,45.77530303030303,TSLA
2021-12-30,21,0.1765095238095238,0.4195095238095238,0.16173809523809524,49.261428571428574,TSLA
2021-12-31,19,0.3154105263157895,0.47198947368421057,0.09280526315789474,38.86973684210526,TSLA
2022-01-01,8,0.0828375,0.4740125,0.17352499999999998,54.534375000000004,TSLA
2022-01-02,14,0.11950000000000001,0.47960714285714284,0.23539285714285715,55.79464285714286,TSLA
2022-01-03,49,0.0946938775510204,0.27126326530612244,0.4432938775510204,67.43,TSLA
2022-01-04,34,0.1343029411764706,0.3427441176470588,0.35635882352941173,61.102794117647065,TSLA
2022-01-05,25,0.240656,0.246716,0.28778,52.356199999999994,TSLA
2022-01-06,26,0.26593846153846157,0.37456153846153845,0.2054192307692308,46.974038461538456,TSLA
2022-01-07,23,0.14787391304347827,0.5720478260869565,0.06704347826086957,45.95847826086957,TSLA
2022-01-08,15,0.11198,0.51036,0.18459333333333333,53.63066666666667,TSLA
2022-01-09,7,0.0,0.42201428571428573,0.3423142857142857,67.11571428571428,TSLA
2022-01-10,29,0.051158620689655175,0.5086241379310344,0.23105172413793104,58.99465517241379,TSLA
2022-01-11,24,0.2270375,0.3480916666666667,0.2198875,49.6425,TSLA
2022-01-12,24,0.11388749999999999,0.2712333333333333,0.44353333333333333,66.48229166666667,TSLA
2022-01-13,31,0.0960225806451613,0.3417387096774193,0.38538064516129034,64.46790322580645,TSLA
2022-01-14,32,0.180096875,0.422821875,0.24585625,53.287968750000005,TSLA
2022-01-15,12,0.27340000000000003,0.543475,0.0,36.33,TSLA
2022-01-16,8,0.3841375,0.07575,0.24383749999999998,42.985,TSLA
2022-01-17,13,0.1129923076923077,0.35031538461538464,0.32450769230769233,60.575769230769225,TSLA
2022-01-18,18,0.2947777777777778,0.13916111111111112,0.4068833333333333,55.60527777777777,TSLA
2022-01-19,32,0.145028125,0.37660625,0.289665625,57.231875,TSLA
2022-01-20,25,0.17709600000000003,0.474248,0.208752,51.58279999999999,TSLA
2022-01-21,30,0.331,0.28918666666666665,0.22055,44.477500000000006,TSLA
2022-01-22,11,0.3712909090909091,0.4026727272727273,0.0,31.435454545454544,TSLA
2022-01-23,8,0.0,0.5521375,0.3334875,66.674375,TSLA
2022-01-24,37,0.2667621621621622,0.30534594594594594,0.2738918918918919,50.35648648648648,TSLA
2022-01-25,34,0.2661441176470588,0.2238264705882353,0.3276235294117647,53.0739705882353,TSLA
2022-01-26,42,0.25834285714285715,0.3706880952380952,0.18526428571428571,46.34607142857143,TSLA
2022-01-27,47,0.2686382978723404,0.38527659574468087,0.18130212765957449,45.6331914893617,TSLA
